"Região Habilitação Atual","UF Habilitação Atual","Sexo","Faixa Etária","Categoria","Qt. Condutor Histórico"
"Sudeste","Espírito Santo","Feminino","31 a 40","AD-Condutor Moto/Ônibus","2.166"
"Sudeste","Espírito Santo","Feminino","31 a 40","AE-Condutor Moto/Carreta","188"
"Sudeste","Espírito Santo","Feminino","31 a 40","B-Condutor Carro","67.708"
"Sudeste","Espírito Santo","Feminino","31 a 40","C-Condutor Caminhão","5"
"Sudeste","Espírito Santo","Feminino","31 a 40","D-Condutor Ônibus","416"
"Sudeste","Espírito Santo","Feminino","31 a 40","E-Condutor Carreta","15"
"Sudeste","Espírito Santo","Feminino","31 a 40","XB-Condutor Ciclomotor/Carro","7"
"Sudeste","Espírito Santo","Feminino","41 a 50","A-Condutor Moto","5.497"
"Sudeste","Espírito Santo","Feminino","41 a 50","AB-Condutor Moto/Carro","54.187"
"Sudeste","Espírito Santo","Feminino","41 a 50","AC-Condutor Moto/Caminhão","34"
"Sudeste","Espírito Santo","Feminino","41 a 50","AD-Condutor Moto/Ônibus","1.782"
"Sudeste","Espírito Santo","Feminino","41 a 50","AE-Condutor Moto/Carreta","195"
"Sudeste","Espírito Santo","Feminino","41 a 50","B-Condutor Carro","78.399"
"Sudeste","Espírito Santo","Feminino","41 a 50","C-Condutor Caminhão","15"
"Sudeste","Espírito Santo","Feminino","41 a 50","D-Condutor Ônibus","891"
"Sudeste","Espírito Santo","Feminino","41 a 50","E-Condutor Carreta","47"
"Sudeste","Espírito Santo","Feminino","41 a 50","XB-Condutor Ciclomotor/Carro","14"
"Sudeste","Espírito Santo","Feminino","41 a 50","XE-Condutor Ciclomotor/Carreta","1"
"Sudeste","Espírito Santo","Feminino","51 a 60","A-Condutor Moto","2.736"
"Sudeste","Espírito Santo","Feminino","51 a 60","AB-Condutor Moto/Carro","18.179"
"Sudeste","Espírito Santo","Feminino","51 a 60","AC-Condutor Moto/Caminhão","45"
"Sudeste","Espírito Santo","Feminino","51 a 60","AD-Condutor Moto/Ônibus","539"
"Sudeste","Espírito Santo","Feminino","51 a 60","AE-Condutor Moto/Carreta","58"
"Sudeste","Espírito Santo","Feminino","51 a 60","B-Condutor Carro","57.490"
"Sudeste","Espírito Santo","Feminino","51 a 60","C-Condutor Caminhão","53"
"Sudeste","Espírito Santo","Feminino","51 a 60","D-Condutor Ônibus","604"
"Sudeste","Espírito Santo","Feminino","51 a 60","E-Condutor Carreta","28"
"Sudeste","Espírito Santo","Feminino","51 a 60","X-Condutor Ciclomotor","1"
"Sudeste","Espírito Santo","Feminino","51 a 60","XB-Condutor Ciclomotor/Carro","4"
"Sudeste","Espírito Santo","Feminino","61 a 70","A-Condutor Moto","617"
"Sudeste","Espírito Santo","Feminino","61 a 70","AB-Condutor Moto/Carro","3.842"
"Sudeste","Espírito Santo","Feminino","61 a 70","AC-Condutor Moto/Caminhão","20"
"Sudeste","Espírito Santo","Feminino","61 a 70","AD-Condutor Moto/Ônibus","104"
"Sudeste","Espírito Santo","Feminino","61 a 70","AE-Condutor Moto/Carreta","19"
"Sudeste","Espírito Santo","Feminino","61 a 70","B-Condutor Carro","41.716"
"Sudeste","Espírito Santo","Feminino","61 a 70","C-Condutor Caminhão","81"
"Sudeste","Espírito Santo","Feminino","61 a 70","D-Condutor Ônibus","372"
"Sudeste","Espírito Santo","Feminino","61 a 70","E-Condutor Carreta","18"
"Sudeste","Espírito Santo","Feminino","61 a 70","XB-Condutor Ciclomotor/Carro","4"
"Sudeste","Espírito Santo","Feminino","71 a 80","A-Condutor Moto","42"
"Sudeste","Espírito Santo","Feminino","71 a 80","AB-Condutor Moto/Carro","427"
"Sudeste","Espírito Santo","Feminino","71 a 80","AC-Condutor Moto/Caminhão","3"
"Sudeste","Espírito Santo","Feminino","71 a 80","AD-Condutor Moto/Ônibus","14"
"Sudeste","Espírito Santo","Feminino","71 a 80","AE-Condutor Moto/Carreta","4"
"Sudeste","Espírito Santo","Feminino","71 a 80","B-Condutor Carro","18.228"
"Sudeste","Espírito Santo","Feminino","71 a 80","C-Condutor Caminhão","39"
"Sudeste","Espírito Santo","Feminino","71 a 80","D-Condutor Ônibus","114"
"Sudeste","Espírito Santo","Feminino","71 a 80","E-Condutor Carreta","3"
"Sudeste","Espírito Santo","Feminino","81 a 90","A-Condutor Moto","2"
"Sudeste","Espírito Santo","Feminino","81 a 90","AB-Condutor Moto/Carro","35"
"Sudeste","Espírito Santo","Feminino","81 a 90","AC-Condutor Moto/Caminhão","1"
"Sudeste","Espírito Santo","Feminino","81 a 90","B-Condutor Carro","5.229"
"Sudeste","Espírito Santo","Feminino","81 a 90","C-Condutor Caminhão","7"
"Sudeste","Espírito Santo","Feminino","81 a 90","D-Condutor Ônibus","24"
"Sudeste","Espírito Santo","Feminino","81 a 90","E-Condutor Carreta","1"
"Sudeste","Espírito Santo","Feminino","91 a 100","AB-Condutor Moto/Carro","2"
"Sudeste","Espírito Santo","Feminino","91 a 100","AD-Condutor Moto/Ônibus","1"
"Sudeste","Espírito Santo","Feminino","91 a 100","B-Condutor Carro","1.046"
"Sudeste","Espírito Santo","Feminino","91 a 100","C-Condutor Caminhão","1"
"Sudeste","Espírito Santo","Feminino","91 a 100","D-Condutor Ônibus","2"
"Sudeste","Espírito Santo","Feminino","101 a 120","B-Condutor Carro","57"
"Sudeste","Espírito Santo","Feminino","101 a 120","D-Condutor Ônibus","1"
"Sudeste","Minas Gerais","Masculino","18 a 21","A-Condutor Moto","31.154"
"Sudeste","Minas Gerais","Masculino","18 a 21","AB-Condutor Moto/Carro","52.566"
"Sudeste","Minas Gerais","Masculino","18 a 21","AC-Condutor Moto/Caminhão","611"
"Sudeste","Minas Gerais","Masculino","18 a 21","AD-Condutor Moto/Ônibus","589"
"Sudeste","Minas Gerais","Masculino","18 a 21","AE-Condutor Moto/Carreta","56"
"Sudeste","Minas Gerais","Masculino","18 a 21","B-Condutor Carro","83.771"
"Sudeste","Minas Gerais","Masculino","18 a 21","C-Condutor Caminhão","433"
"Sudeste","Minas Gerais","Masculino","18 a 21","D-Condutor Ônibus","223"
"Sudeste","Minas Gerais","Masculino","18 a 21","E-Condutor Carreta","30"
"Sudeste","Minas Gerais","Masculino","22 a 25","A-Condutor Moto","49.245"
"Sudeste","Minas Gerais","Masculino","22 a 25","AB-Condutor Moto/Carro","118.165"
"Sudeste","Minas Gerais","Masculino","22 a 25","AC-Condutor Moto/Caminhão","1.270"
"Sudeste","Minas Gerais","Masculino","22 a 25","AD-Condutor Moto/Ônibus","11.688"
"Sudeste","Minas Gerais","Masculino","22 a 25","AE-Condutor Moto/Carreta","2.170"
"Sudeste","Minas Gerais","Masculino","22 a 25","B-Condutor Carro","142.734"
"Sudeste","Minas Gerais","Masculino","22 a 25","C-Condutor Caminhão","881"
"Sudeste","Minas Gerais","Masculino","22 a 25","D-Condutor Ônibus","5.218"
"Sudeste","Minas Gerais","Masculino","22 a 25","E-Condutor Carreta","995"
"Sudeste","Minas Gerais","Masculino","22 a 25","X-Condutor Ciclomotor","1"
"Sudeste","Minas Gerais","Masculino","22 a 25","XB-Condutor Ciclomotor/Carro","1"
"Sudeste","Minas Gerais","Masculino","22 a 25","XD-Condutor Ciclomotor/Ônibus","1"
"Sudeste","Minas Gerais","Masculino","26 a 30","A-Condutor Moto","51.192"
"Sudeste","Minas Gerais","Masculino","26 a 30","AB-Condutor Moto/Carro","204.701"
"Sudeste","Minas Gerais","Masculino","26 a 30","AC-Condutor Moto/Caminhão","1.476"
"Sudeste","Minas Gerais","Masculino","26 a 30","AD-Condutor Moto/Ônibus","32.634"
"Sudeste","Minas Gerais","Masculino","26 a 30","AE-Condutor Moto/Carreta","7.773"
"Sudeste","Minas Gerais","Masculino","26 a 30","B-Condutor Carro","211.179"
"Sudeste","Minas Gerais","Masculino","26 a 30","C-Condutor Caminhão","985"
"Sudeste","Minas Gerais","Masculino","26 a 30","D-Condutor Ônibus","13.827"
"Sudeste","Minas Gerais","Masculino","26 a 30","E-Condutor Carreta","3.387"
"Sudeste","Minas Gerais","Masculino","26 a 30","X-Condutor Ciclomotor","1"
"Sudeste","Minas Gerais","Masculino","26 a 30","XB-Condutor Ciclomotor/Carro","2"
"Sudeste","Minas Gerais","Masculino","26 a 30","XE-Condutor Ciclomotor/Carreta","1"
"Sudeste","Minas Gerais","Masculino","31 a 40","A-Condutor Moto","70.932"
"Sudeste","Minas Gerais","Masculino","31 a 40","AB-Condutor Moto/Carro","476.171"
"Sudeste","Minas Gerais","Masculino","31 a 40","AC-Condutor Moto/Caminhão","3.807"
"Sudeste","Minas Gerais","Masculino","31 a 40","AD-Condutor Moto/Ônibus","125.889"
"Sudeste","Minas Gerais","Masculino","31 a 40","AE-Condutor Moto/Carreta","38.449"
"Sudeste","Minas Gerais","Masculino","31 a 40","B-Condutor Carro","418.153"
"Sudeste","Minas Gerais","Masculino","31 a 40","C-Condutor Caminhão","2.150"
"Sudeste","Minas Gerais","Masculino","31 a 40","D-Condutor Ônibus","45.032"
"Sudeste","Minas Gerais","Masculino","31 a 40","E-Condutor Carreta","12.819"
"Sudeste","Minas Gerais","Masculino","31 a 40","X-Condutor Ciclomotor","2"
"Sudeste","Minas Gerais","Masculino","31 a 40","XB-Condutor Ciclomotor/Carro","6"
"Sudeste","Minas Gerais","Masculino","31 a 40","XE-Condutor Ciclomotor/Carreta","1"
"Sudeste","Minas Gerais","Masculino","41 a 50","A-Condutor Moto","44.256"
"Sudeste","Minas Gerais","Masculino","41 a 50","AB-Condutor Moto/Carro","391.739"
"Sudeste","Minas Gerais","Masculino","41 a 50","AC-Condutor Moto/Caminhão","10.808"
"Sudeste","Minas Gerais","Masculino","41 a 50","AD-Condutor Moto/Ônibus","138.005"
"Sudeste","Minas Gerais","Masculino","41 a 50","AE-Condutor Moto/Carreta","47.687"
"Sudeste","Minas Gerais","Masculino","41 a 50","B-Condutor Carro","422.720"
"Sudeste","Minas Gerais","Masculino","41 a 50","C-Condutor Caminhão","6.780"
"Sudeste","Minas Gerais","Masculino","41 a 50","D-Condutor Ônibus","73.031"
"Sudeste","Minas Gerais","Masculino","41 a 50","E-Condutor Carreta","23.053"
"Sudeste","Minas Gerais","Masculino","41 a 50","XB-Condutor Ciclomotor/Carro","10"
"Sudeste","Minas Gerais","Masculino","41 a 50","XD-Condutor Ciclomotor/Ônibus","1"
"Sudeste","Minas Gerais","Masculino","51 a 60","A-Condutor Moto","27.483"
"Sudeste","Minas Gerais","Masculino","51 a 60","AB-Condutor Moto/Carro","237.190"
"Sudeste","Minas Gerais","Masculino","51 a 60","AC-Condutor Moto/Caminhão","21.098"
"Sudeste","Minas Gerais","Masculino","51 a 60","AD-Condutor Moto/Ônibus","84.039"
"Sudeste","Minas Gerais","Masculino","51 a 60","AE-Condutor Moto/Carreta","23.716"
"Sudeste","Minas Gerais","Masculino","51 a 60","B-Condutor Carro","357.953"
"Sudeste","Minas Gerais","Masculino","51 a 60","C-Condutor Caminhão","16.534"
"Sudeste","Minas Gerais","Masculino","51 a 60","D-Condutor Ônibus","76.510"
"Sudeste","Minas Gerais","Masculino","51 a 60","E-Condutor Carreta","20.391"
"Sudeste","Minas Gerais","Masculino","51 a 60","X-Condutor Ciclomotor","2"
"Sudeste","Minas Gerais","Masculino","51 a 60","XB-Condutor Ciclomotor/Carro","3"
"Sudeste","Minas Gerais","Masculino","61 a 70","A-Condutor Moto","12.374"
"Sudeste","Minas Gerais","Masculino","61 a 70","AB-Condutor Moto/Carro","132.834"
"Sudeste","Minas Gerais","Masculino","61 a 70","AC-Condutor Moto/Caminhão","11.595"
"Sudeste","Minas Gerais","Masculino","61 a 70","AD-Condutor Moto/Ônibus","37.911"
"Sudeste","Minas Gerais","Masculino","61 a 70","AE-Condutor Moto/Carreta","8.049"
"Sudeste","Minas Gerais","Masculino","61 a 70","B-Condutor Carro","332.367"
"Sudeste","Minas Gerais","Masculino","61 a 70","C-Condutor Caminhão","22.191"
"Sudeste","Minas Gerais","Masculino","61 a 70","D-Condutor Ônibus","74.691"
"Sudeste","Minas Gerais","Masculino","61 a 70","E-Condutor Carreta","15.800"
"Sudeste","Minas Gerais","Masculino","61 a 70","X-Condutor Ciclomotor","1"
"Sudeste","Minas Gerais","Masculino","61 a 70","XB-Condutor Ciclomotor/Carro","4"
"Sudeste","Minas Gerais","Masculino","61 a 70","XD-Condutor Ciclomotor/Ônibus","1"
"Sudeste","Minas Gerais","Masculino","71 a 80","A-Condutor Moto","2.994"
"Sudeste","Minas Gerais","Masculino","71 a 80","AB-Condutor Moto/Carro","44.985"
"Sudeste","Minas Gerais","Masculino","71 a 80","AC-Condutor Moto/Caminhão","2.008"
"Sudeste","Minas Gerais","Masculino","71 a 80","AD-Condutor Moto/Ônibus","7.044"
"Sudeste","Minas Gerais","Masculino","71 a 80","AE-Condutor Moto/Carreta","1.201"
"Sudeste","Minas Gerais","Masculino","71 a 80","B-Condutor Carro","245.431"
"Sudeste","Minas Gerais","Masculino","71 a 80","C-Condutor Caminhão","10.843"
"Sudeste","Minas Gerais","Masculino","71 a 80","D-Condutor Ônibus","34.955"
"Sudeste","Minas Gerais","Masculino","71 a 80","E-Condutor Carreta","4.930"
"Sudeste","Minas Gerais","Masculino","71 a 80","X-Condutor Ciclomotor","1"
"Sudeste","Minas Gerais","Masculino","71 a 80","XB-Condutor Ciclomotor/Carro","2"
"Sudeste","Minas Gerais","Masculino","81 a 90","A-Condutor Moto","721"
"Sudeste","Minas Gerais","Masculino","81 a 90","AB-Condutor Moto/Carro","11.782"
"Sudeste","Minas Gerais","Masculino","81 a 90","AC-Condutor Moto/Caminhão","380"
"Sudeste","Minas Gerais","Masculino","81 a 90","AD-Condutor Moto/Ônibus","1.470"
"Sudeste","Minas Gerais","Masculino","81 a 90","AE-Condutor Moto/Carreta","106"
"Sudeste","Minas Gerais","Masculino","81 a 90","B-Condutor Carro","121.401"
"Sudeste","Minas Gerais","Masculino","81 a 90","C-Condutor Caminhão","4.953"
"Sudeste","Minas Gerais","Masculino","81 a 90","D-Condutor Ônibus","15.583"
"Sudeste","Minas Gerais","Masculino","81 a 90","E-Condutor Carreta","923"
"Sudeste","Minas Gerais","Masculino","91 a 100","A-Condutor Moto","119"
"Sudeste","Minas Gerais","Masculino","91 a 100","AB-Condutor Moto/Carro","2.304"
"Sudeste","Minas Gerais","Masculino","91 a 100","AC-Condutor Moto/Caminhão","62"
"Sudeste","Minas Gerais","Masculino","91 a 100","AD-Condutor Moto/Ônibus","265"
"Sudeste","Minas Gerais","Masculino","91 a 100","AE-Condutor Moto/Carreta","8"
"Sudeste","Minas Gerais","Masculino","91 a 100","B-Condutor Carro","46.006"
"Sudeste","Minas Gerais","Masculino","91 a 100","C-Condutor Caminhão","1.375"
"Sudeste","Minas Gerais","Masculino","91 a 100","D-Condutor Ônibus","4.975"
"Sudeste","Minas Gerais","Masculino","91 a 100","E-Condutor Carreta","113"
"Sudeste","Minas Gerais","Masculino","101 a 120","A-Condutor Moto","9"
"Sudeste","Minas Gerais","Masculino","101 a 120","AB-Condutor Moto/Carro","244"
"Sudeste","Minas Gerais","Masculino","101 a 120","AC-Condutor Moto/Caminhão","4"
"Sudeste","Minas Gerais","Masculino","101 a 120","AD-Condutor Moto/Ônibus","15"
"Sudeste","Minas Gerais","Masculino","101 a 120","B-Condutor Carro","7.793"
"Sudeste","Minas Gerais","Masculino","101 a 120","C-Condutor Caminhão","153"
"Sudeste","Minas Gerais","Masculino","101 a 120","D-Condutor Ônibus","399"
"Sudeste","Minas Gerais","Masculino","101 a 120","E-Condutor Carreta","3"
"Sudeste","Minas Gerais","Feminino","18 a 21","A-Condutor Moto","14.952"
"Sudeste","Minas Gerais","Feminino","18 a 21","AB-Condutor Moto/Carro","15.382"
"Sudeste","Minas Gerais","Feminino","18 a 21","AC-Condutor Moto/Caminhão","15"
"Sudeste","Minas Gerais","Feminino","18 a 21","AD-Condutor Moto/Ônibus","22"
"Sudeste","Minas Gerais","Feminino","18 a 21","B-Condutor Carro","65.709"
"Sudeste","Minas Gerais","Feminino","18 a 21","C-Condutor Caminhão","10"
"Sudeste","Minas Gerais","Feminino","18 a 21","D-Condutor Ônibus","15"
"Sudeste","Minas Gerais","Feminino","22 a 25","A-Condutor Moto","28.978"
"Sudeste","Minas Gerais","Feminino","22 a 25","AB-Condutor Moto/Carro","39.746"
"Sudeste","Minas Gerais","Feminino","22 a 25","AC-Condutor Moto/Caminhão","17"
"Sudeste","Minas Gerais","Feminino","22 a 25","AD-Condutor Moto/Ônibus","460"
"Sudeste","Minas Gerais","Feminino","22 a 25","AE-Condutor Moto/Carreta","42"
"Sudeste","Minas Gerais","Feminino","22 a 25","B-Condutor Carro","138.633"
"Sudeste","Minas Gerais","Feminino","22 a 25","C-Condutor Caminhão","14"
"Sudeste","Minas Gerais","Feminino","22 a 25","D-Condutor Ônibus","311"
"Sudeste","Minas Gerais","Feminino","22 a 25","E-Condutor Carreta","17"
"Sudeste","Minas Gerais","Feminino","26 a 30","A-Condutor Moto","36.431"
"Sudeste","Minas Gerais","Feminino","26 a 30","AB-Condutor Moto/Carro","79.781"
"Sudeste","Minas Gerais","Feminino","26 a 30","AC-Condutor Moto/Caminhão","17"
"Sudeste","Minas Gerais","Feminino","26 a 30","AD-Condutor Moto/Ônibus","1.484"
"Sudeste","Minas Gerais","Feminino","26 a 30","AE-Condutor Moto/Carreta","157"
"Sudeste","Minas Gerais","Feminino","26 a 30","B-Condutor Carro","236.295"
"Sudeste","Minas Gerais","Feminino","26 a 30","C-Condutor Caminhão","16"
"Sudeste","Minas Gerais","Feminino","26 a 30","D-Condutor Ônibus","1.018"
"Sudeste","Minas Gerais","Feminino","26 a 30","E-Condutor Carreta","51"
"Sudeste","Minas Gerais","Feminino","31 a 40","A-Condutor Moto","57.028"
"Sudeste","Minas Gerais","Feminino","31 a 40","AB-Condutor Moto/Carro","192.988"
"Sudeste","Minas Gerais","Feminino","31 a 40","AC-Condutor Moto/Caminhão","33"
"Sudeste","Minas Gerais","Feminino","31 a 40","AD-Condutor Moto/Ônibus","6.387"
"Sudeste","Minas Gerais","Feminino","31 a 40","AE-Condutor Moto/Carreta","704"
"Sudeste","Minas Gerais","Feminino","31 a 40","B-Condutor Carro","556.605"
"Sudeste","Minas Gerais","Feminino","31 a 40","C-Condutor Caminhão","44"
"Sudeste","Minas Gerais","Feminino","31 a 40","D-Condutor Ônibus","4.816"
"Sudeste","Minas Gerais","Feminino","31 a 40","E-Condutor Carreta","273"
"Sudeste","Minas Gerais","Feminino","31 a 40","X-Condutor Ciclomotor","1"
"Sudeste","Minas Gerais","Feminino","31 a 40","XB-Condutor Ciclomotor/Carro","1"
"Sudeste","Minas Gerais","Feminino","41 a 50","A-Condutor Moto","33.831"
"Sudeste","Minas Gerais","Feminino","41 a 50","AB-Condutor Moto/Carro","118.687"
"Sudeste","Minas Gerais","Feminino","41 a 50","AC-Condutor Moto/Caminhão","97"
"Sudeste","Minas Gerais","Feminino","41 a 50","AD-Condutor Moto/Ônibus","5.597"
"Sudeste","Minas Gerais","Feminino","41 a 50","AE-Condutor Moto/Carreta","681"
"Sudeste","Minas Gerais","Feminino","41 a 50","B-Condutor Carro","546.342"
"Sudeste","Minas Gerais","Feminino","41 a 50","C-Condutor Caminhão","102"
"Sudeste","Minas Gerais","Feminino","41 a 50","D-Condutor Ônibus","6.567"
"Sudeste","Minas Gerais","Feminino","41 a 50","E-Condutor Carreta","347"
"Sudeste","Minas Gerais","Feminino","41 a 50","X-Condutor Ciclomotor","1"
"Sudeste","Minas Gerais","Feminino","41 a 50","XB-Condutor Ciclomotor/Carro","4"
"Sudeste","Minas Gerais","Feminino","51 a 60","A-Condutor Moto","12.875"
"Sudeste","Minas Gerais","Feminino","51 a 60","AB-Condutor Moto/Carro","43.462"
"Sudeste","Minas Gerais","Feminino","51 a 60","AC-Condutor Moto/Caminhão","405"
"Sudeste","Minas Gerais","Feminino","51 a 60","AD-Condutor Moto/Ônibus","1.952"
"Sudeste","Minas Gerais","Feminino","51 a 60","AE-Condutor Moto/Carreta","289"
"Sudeste","Minas Gerais","Feminino","51 a 60","B-Condutor Carro","371.305"
"Sudeste","Minas Gerais","Feminino","51 a 60","C-Condutor Caminhão","640"
"Sudeste","Minas Gerais","Feminino","51 a 60","D-Condutor Ônibus","4.204"
"Sudeste","Minas Gerais","Feminino","51 a 60","E-Condutor Carreta","216"
"Sudeste","Minas Gerais","Feminino","51 a 60","X-Condutor Ciclomotor","1"
"Sudeste","Minas Gerais","Feminino","51 a 60","XB-Condutor Ciclomotor/Carro","4"
"Sudeste","Minas Gerais","Feminino","61 a 70","A-Condutor Moto","2.519"
"Sudeste","Minas Gerais","Feminino","61 a 70","AB-Condutor Moto/Carro","11.237"
"Sudeste","Minas Gerais","Feminino","61 a 70","AC-Condutor Moto/Caminhão","148"
"Sudeste","Minas Gerais","Feminino","61 a 70","AD-Condutor Moto/Ônibus","448"
"Sudeste","Minas Gerais","Feminino","61 a 70","AE-Condutor Moto/Carreta","52"
"Sudeste","Minas Gerais","Feminino","61 a 70","B-Condutor Carro","229.992"
"Sudeste","Minas Gerais","Feminino","61 a 70","C-Condutor Caminhão","649"
"Sudeste","Minas Gerais","Feminino","61 a 70","D-Condutor Ônibus","1.908"
"Sudeste","Minas Gerais","Feminino","61 a 70","E-Condutor Carreta","81"
"Sudeste","Minas Gerais","Feminino","61 a 70","X-Condutor Ciclomotor","3"
"Sudeste","Minas Gerais","Feminino","61 a 70","XB-Condutor Ciclomotor/Carro","4"
"Sudeste","Minas Gerais","Feminino","71 a 80","A-Condutor Moto","198"
"Sudeste","Minas Gerais","Feminino","71 a 80","AB-Condutor Moto/Carro","1.486"
"Sudeste","Minas Gerais","Feminino","71 a 80","AC-Condutor Moto/Caminhão","14"
"Sudeste","Minas Gerais","Feminino","71 a 80","AD-Condutor Moto/Ônibus","33"
"Sudeste","Minas Gerais","Feminino","71 a 80","AE-Condutor Moto/Carreta","3"
"Sudeste","Minas Gerais","Feminino","71 a 80","B-Condutor Carro","99.671"
"Sudeste","Minas Gerais","Feminino","71 a 80","C-Condutor Caminhão","220"
"Sudeste","Minas Gerais","Feminino","71 a 80","D-Condutor Ônibus","363"
"Sudeste","Minas Gerais","Feminino","71 a 80","E-Condutor Carreta","6"
"Sudeste","Minas Gerais","Feminino","71 a 80","X-Condutor Ciclomotor","1"
"Sudeste","Minas Gerais","Feminino","81 a 90","A-Condutor Moto","10"
"Sudeste","Minas Gerais","Feminino","81 a 90","AB-Condutor Moto/Carro","129"
"Sudeste","Minas Gerais","Feminino","81 a 90","AC-Condutor Moto/Caminhão","6"
"Sudeste","Minas Gerais","Feminino","81 a 90","AD-Condutor Moto/Ônibus","6"
"Sudeste","Minas Gerais","Feminino","81 a 90","B-Condutor Carro","30.450"
"Sudeste","Minas Gerais","Feminino","81 a 90","C-Condutor Caminhão","48"
"Sudeste","Minas Gerais","Feminino","81 a 90","D-Condutor Ônibus","80"
"Sudeste","Minas Gerais","Feminino","91 a 100","AB-Condutor Moto/Carro","6"
"Sudeste","Minas Gerais","Feminino","91 a 100","AD-Condutor Moto/Ônibus","1"
"Sudeste","Minas Gerais","Feminino","91 a 100","B-Condutor Carro","6.870"
"Sudeste","Minas Gerais","Feminino","91 a 100","C-Condutor Caminhão","7"
"Sudeste","Minas Gerais","Feminino","91 a 100","D-Condutor Ônibus","16"
"Sudeste","Minas Gerais","Feminino","101 a 120","B-Condutor Carro","480"
"Sudeste","Rio de Janeiro","Masculino","18 a 21","A-Condutor Moto","2.898"
"Sudeste","Rio de Janeiro","Masculino","18 a 21","AB-Condutor Moto/Carro","32.561"
"Sudeste","Rio de Janeiro","Masculino","18 a 21","AC-Condutor Moto/Caminhão","60"
"Sudeste","Rio de Janeiro","Masculino","18 a 21","AD-Condutor Moto/Ônibus","71"
"Sudeste","Rio de Janeiro","Masculino","18 a 21","AE-Condutor Moto/Carreta","2"
"Sudeste","Rio de Janeiro","Masculino","18 a 21","B-Condutor Carro","37.596"
"Sudeste","Rio de Janeiro","Masculino","18 a 21","C-Condutor Caminhão","15"
"Sudeste","Rio de Janeiro","Masculino","18 a 21","D-Condutor Ônibus","28"
"Sudeste","Rio de Janeiro","Masculino","18 a 21","E-Condutor Carreta","3"
"Sudeste","Rio de Janeiro","Masculino","22 a 25","A-Condutor Moto","10.876"
"Sudeste","Rio de Janeiro","Masculino","22 a 25","AB-Condutor Moto/Carro","82.388"
"Sudeste","Rio de Janeiro","Masculino","22 a 25","AC-Condutor Moto/Caminhão","172"
"Sudeste","Rio de Janeiro","Masculino","22 a 25","AD-Condutor Moto/Ônibus","3.678"
"Sudeste","Rio de Janeiro","Masculino","22 a 25","AE-Condutor Moto/Carreta","307"
"Sudeste","Rio de Janeiro","Masculino","22 a 25","B-Condutor Carro","90.524"
"Sudeste","Rio de Janeiro","Masculino","22 a 25","C-Condutor Caminhão","56"
"Sudeste","Rio de Janeiro","Masculino","22 a 25","D-Condutor Ônibus","1.840"
"Sudeste","Rio de Janeiro","Masculino","22 a 25","E-Condutor Carreta","116"
"Sudeste","Rio de Janeiro","Masculino","22 a 25","XB-Condutor Ciclomotor/Carro","8"
"Sudeste","Rio de Janeiro","Masculino","26 a 30","A-Condutor Moto","18.264"
"Sudeste","Rio de Janeiro","Masculino","26 a 30","AB-Condutor Moto/Carro","134.153"
"Sudeste","Rio de Janeiro","Masculino","26 a 30","AC-Condutor Moto/Caminhão","217"
"Sudeste","Rio de Janeiro","Masculino","26 a 30","AD-Condutor Moto/Ônibus","13.503"
"Sudeste","Rio de Janeiro","Masculino","26 a 30","AE-Condutor Moto/Carreta","1.787"
"Sudeste","Rio de Janeiro","Masculino","26 a 30","B-Condutor Carro","166.550"
"Sudeste","Rio de Janeiro","Masculino","26 a 30","C-Condutor Caminhão","81"
"Sudeste","Rio de Janeiro","Masculino","26 a 30","D-Condutor Ônibus","7.518"
"Sudeste","Rio de Janeiro","Masculino","26 a 30","E-Condutor Carreta","749"
"Sudeste","Rio de Janeiro","Masculino","26 a 30","XB-Condutor Ciclomotor/Carro","23"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","A-Condutor Moto","31.997"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","AB-Condutor Moto/Carro","264.959"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","AC-Condutor Moto/Caminhão","502"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","AD-Condutor Moto/Ônibus","49.001"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","AE-Condutor Moto/Carreta","9.810"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","B-Condutor Carro","405.833"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","C-Condutor Caminhão","445"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","D-Condutor Ônibus","36.918"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","E-Condutor Carreta","5.392"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","X-Condutor Ciclomotor","3"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","XB-Condutor Ciclomotor/Carro","141"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","XC-Condutor Ciclomotor/Caminhão","2"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","XD-Condutor Ciclomotor/Ônibus","2"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","A-Condutor Moto","19.906"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","AB-Condutor Moto/Carro","206.858"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","AC-Condutor Moto/Caminhão","7.004"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","AD-Condutor Moto/Ônibus","59.604"
